News Outlet,Tweet Date,Tweet Lag,Tweet Text,Positive Score,Negative Score,Neutral Score,Compound Score
@CBSNews,Tue Jul 31 06:48:03 +0000 2018,42,13 killed as van carrying wedding party in Vietnam slams into truck https://t.co/xkT27tnPto https://t.co/pGknjoB26h,0.141,0.234,0.625,-0.4215
@CBSNews,Tue Jul 31 06:33:03 +0000 2018,43,"Facebook, Twitter, Netflix stock down as tech woes ding markets https://t.co/NUg3ke1htV https://t.co/LtqgCsmrN5",0.0,0.209,0.791,-0.4404
@CBSNews,Tue Jul 31 06:18:04 +0000 2018,44,Thousands ordered to evacuate as 2 California wildfires rage miles apart https://t.co/YyadTg0tcU https://t.co/lKlj7XUL5R,0.0,0.247,0.753,-0.5574
@CBSNews,Tue Jul 31 06:03:04 +0000 2018,45,Dad who works three jobs surprises daughter with dream dress for 8th grade dance https://t.co/58vbYOQUUO https://t.co/u0vvsqyJ5o,0.218,0.0,0.782,0.4404
@CBSNews,Tue Jul 31 05:48:03 +0000 2018,46,"Bridesmaid begs JetBlue for refund after bride asks her ""to relinquish"" her role via email https://t.co/8lGa6g1YhO https://t.co/miLGgVhkNW",0.0,0.0,1.0,0.0
@CBSNews,Tue Jul 31 05:33:03 +0000 2018,47,Superintendent accused of defecating on school track resigns https://t.co/20rG9z7WKD https://t.co/NcKbCFEhT9,0.0,0.36,0.64,-0.5423
@CBSNews,Tue Jul 31 05:18:04 +0000 2018,48,"Animal lovers decry ""pet leasing"" contracts https://t.co/zwxRi2O2xP https://t.co/Pa6QFV5Ll5",0.327,0.0,0.673,0.5267
@CBSNews,Tue Jul 31 05:10:06 +0000 2018,49,"Publix says dogs aren't allowed in store shopping carts, including service animals https://t.co/EtkiS01zhI https://t.co/KwdDlaDDWz",0.0,0.0,1.0,0.0
@CBSNews,Tue Jul 31 05:03:03 +0000 2018,50,Renting versus buying: Advantages of buying at a six-year low https://t.co/UhyQCZU4vN https://t.co/WYUveOs7VA,0.184,0.154,0.662,0.1027
@CBSNews,Tue Jul 31 04:48:04 +0000 2018,51,"Roy Moore takes ""pedophile detection"" test on ""Who is America?"" https://t.co/wE5Ew3fIAO https://t.co/Mk0Av4C33N",0.0,0.0,1.0,0.0
@CBSNews,Tue Jul 31 04:33:03 +0000 2018,52,Prosecutor: No charges for Minneapolis officers in black man's fatal shooting https://t.co/m5MG9PRoZa https://t.co/oKvi4ZVfMk,0.0,0.438,0.562,-0.7783
@CBSNews,Tue Jul 31 04:18:04 +0000 2018,53,"Man who lost wife, great-grandchildren in Carr Fire recalls their heartbreaking final words https://t.co/yQkwJpFb0Q https://t.co/jLt3iWeIId",0.0,0.391,0.609,-0.7717
@CBSNews,Tue Jul 31 04:03:04 +0000 2018,54,Young horn shark stolen from aquarium in Texas safely returned after man allegedly tried to sell the creature on Fa… https://t.co/vimjwo4xoI,0.126,0.126,0.748,0.0
@CBSNews,Tue Jul 31 03:54:05 +0000 2018,55,Young horn shark stolen from aquarium in Texas safely returned after man allegedly tried to sell the creature on Fa… https://t.co/FFL2jDKIRj,0.126,0.126,0.748,0.0
@CBSNews,Tue Jul 31 03:48:04 +0000 2018,56,New details emerge in case of missing University of Iowa student https://t.co/8yBOCZ8Avf https://t.co/tyNK0u9WqG,0.0,0.155,0.845,-0.296
@CBSNews,Tue Jul 31 03:33:03 +0000 2018,57,How do you get hookworms? Teen's infection raises questions https://t.co/cdXUpdIjyd https://t.co/dadE368uLS,0.0,0.0,1.0,0.0
@CBSNews,Tue Jul 31 03:18:05 +0000 2018,58,Cruise ship guards' killing of polar bear sparks international outrage https://t.co/q3mzshFf6l https://t.co/Yb5mABXOVn,0.0,0.435,0.565,-0.8271
@CBSNews,Tue Jul 31 03:03:04 +0000 2018,59,Commentary: Could Democrat James Carville save the GOP? https://t.co/hgkb9dn21d https://t.co/BPghMQYW6p,0.262,0.0,0.738,0.4939
@CBSNews,Tue Jul 31 02:39:58 +0000 2018,60,WATCH: Adorable 2-year-old girl is trying to help firefighters keep their energy up as they battle California blaze… https://t.co/NZiIsZvYWY,0.312,0.102,0.586,0.6597
@CBSNews,Tue Jul 31 02:27:57 +0000 2018,61,"4 people, including child, fatally shot in Queens, New York City https://t.co/mbakNx1Jsr https://t.co/VBjzBIUM4m",0.0,0.276,0.724,-0.6369
@CBSNews,Tue Jul 31 02:19:44 +0000 2018,62,Celebrity chef Guy Fieri served barbecue to hundreds of California wildfire evacuees and it's not the first time he… https://t.co/O7TVyE7a1y,0.0,0.0,1.0,0.0
@CBSNews,Tue Jul 31 01:59:37 +0000 2018,63,"Homeless man seen in viral video getting a shave officially hired by McDonald's, starts Tuesday… https://t.co/Y3PBYwLDcy",0.0,0.0,1.0,0.0
@CBSNews,Tue Jul 31 01:39:34 +0000 2018,64,Bernie Sanders' former campaign manager urges Democrats to embrace a progressive candidate in 2020… https://t.co/Cop6gWinkK,0.15,0.0,0.85,0.3182
@CBSNews,Tue Jul 31 01:19:32 +0000 2018,65,Home-alarm ripoffs and solar energy installation scams target more consumers https://t.co/Cg4S5Hp4An https://t.co/biJePaXDgZ,0.132,0.239,0.629,-0.4019
@CBSNews,Tue Jul 31 00:59:55 +0000 2018,66,"Acts of kindness emerge amid deadly California wildfires, as firefighters work 24 hour shifts to try to contain mul… https://t.co/zQ5VjEpcxX",0.136,0.0,0.864,0.4588
@CBSNews,Tue Jul 31 00:39:54 +0000 2018,67,Alaska Airlines is under fire after a passenger's post on social media states that a gay couple was separated on a… https://t.co/hS8o4bMF2B,0.0,0.112,0.888,-0.34
@CBSNews,Tue Jul 31 00:19:37 +0000 2018,68,Is it safe for breastfeeding moms to drink alcohol? A new study suggests it might be smart to limit the happy hour… https://t.co/DSPrb51wcN,0.329,0.0,0.671,0.8519
@CBSNews,Tue Jul 31 00:00:01 +0000 2018,69,"Lawmakers want answers about controversial TSA program ""Quiet Skies"" that tracked airline passengers, including man… https://t.co/P16kKKElF4",0.076,0.105,0.819,-0.128
@CBSNews,Mon Jul 30 23:39:31 +0000 2018,70,Claims in NFL concussion settlement hit $500 million in less than 2 years https://t.co/AH9sVuVV1M https://t.co/9jug8aQ6Gi,0.0,0.0,1.0,0.0
@CBSNews,Mon Jul 30 23:19:38 +0000 2018,71,"The Red Cross offers Amazon gift cards to those who donate blood in the next 30 days, after the nonprofit announced… https://t.co/NxdFsoTJuT",0.187,0.0,0.813,0.5574
@CBSNews,Mon Jul 30 22:59:40 +0000 2018,72,Some states are rushing to sue the federal government over its decision to allow a Texas company to publish bluepri… https://t.co/9VHojiEztb,0.091,0.0,0.909,0.2263
@CBSNews,Mon Jul 30 22:55:58 +0000 2018,73,"FEMA personnel chief Corey Coleman is accused of widespread sexual harassment at the agency.

@jeffpeguescbs has th… https://t.co/MYby5N0HME",0.0,0.263,0.737,-0.6908
@CBSNews,Mon Jul 30 22:50:55 +0000 2018,74,"RT @CBSEveningNews: CBS board of directors announced plans to investigate CBS CEO Les Moonves.

Moonves remains in place pending investigat…",0.0,0.0,1.0,0.0
@CBSNews,Mon Jul 30 22:50:40 +0000 2018,75,"More than 1,300 firefighters rotate on 24-hour shifts to battle the California fires, but they often have to fight… https://t.co/mJ9Tq2VpiQ",0.0,0.087,0.913,-0.2023
@CBSNews,Mon Jul 30 22:43:48 +0000 2018,76,"“Grandpa, please, you got to come and get us. The fire is at the back door”: Man recounts the tragic loss of his wi… https://t.co/V42UsT5bE1",0.074,0.248,0.677,-0.6597
@CBSNews,Mon Jul 30 22:39:47 +0000 2018,77,"@jeffglor is on the scene in Redding, California, the location of the Carr Fire, one of 17 blazes in the state, tha… https://t.co/YpHOoUqIQv",0.0,0.098,0.902,-0.34
@CBSNews,Mon Jul 30 22:29:34 +0000 2018,78,"FEMA official being investigated for sexual misconduct, after allegedly hiring women, and transferring some into de… https://t.co/omLQkueRg7",0.0,0.0,1.0,0.0
@CBSNews,Mon Jul 30 22:14:49 +0000 2018,79,"School district to get rid of snow days, have students work from home instead https://t.co/wDaaC9To1v https://t.co/ctQnyyojCV",0.0,0.0,1.0,0.0
@CBSNews,Mon Jul 30 22:14:21 +0000 2018,80,"@Elaine_Quijano: What did Rudy Giuliani tell you about a potential Trump-Mueller interview?

@MajorCBS: That it’s s… https://t.co/RhT4LFPQht",0.0,0.0,1.0,0.0
@CBSNews,Mon Jul 30 22:00:33 +0000 2018,81,"America's favorite bromance continues: Barack Obama and Joe Biden spotted together at Washington, D.C. bakery that… https://t.co/bcdzBZfUV3",0.158,0.0,0.842,0.4588
@CBSNews,Mon Jul 30 21:44:31 +0000 2018,82,"Attorney General Jeff Sessions announces the creation of a ""religious liberty task force"" https://t.co/zGaIt5OpsP https://t.co/kvgrcd5u3x",0.314,0.0,0.686,0.6705
@CBSNews,Mon Jul 30 21:30:00 +0000 2018,83,A girls video game camp in the Playstation headquarters aims to inspire the next generation of designers… https://t.co/hfAWqMlRd8,0.188,0.0,0.812,0.5719
@CBSNews,Mon Jul 30 21:09:55 +0000 2018,84,"Canada Dry is being sued over the lack of ginger in their ginger ale, after a woman alleges she drank the beverage… https://t.co/l5wiGF4A3l",0.0,0.099,0.901,-0.3182
@CBSNews,Mon Jul 30 20:49:54 +0000 2018,85,"Bridesmaid begs JetBlue for refund of cross-country flight after bride asks her ""to relinquish"" her role in the wed… https://t.co/oSudVe1SA6",0.0,0.0,1.0,0.0
@CBSNews,Mon Jul 30 20:34:43 +0000 2018,86,"""This is a huge moment, not only in my life, my family's life, and my foundation, but for these kids and the whole… https://t.co/CbanGUvnCE",0.07,0.0,0.93,0.1655
@CBSNews,Mon Jul 30 20:28:57 +0000 2018,87,"""Homeless, hungry 4 success"": Man holds unusual sign and hands out resumes by the side of the road. A passerby's so… https://t.co/OiBuzM3Ftz",0.0,0.0,1.0,0.0
@CBSNews,Mon Jul 30 20:05:13 +0000 2018,88,"WATCH: Desperate man goes from ""Homeless, hungry 4 success"" to receiving hundreds of job offers after a photo of hi… https://t.co/4Y1fwamxdv",0.161,0.1,0.739,0.34
@CBSNews,Mon Jul 30 19:51:01 +0000 2018,89,Sustainable Development Goals set in 2015 aim to raise millions out of poverty and help put the world on a path to… https://t.co/xn3xDvfpXt,0.104,0.127,0.769,-0.1531
@CBSNews,Mon Jul 30 19:35:51 +0000 2018,90,Sen. Rand Paul says he will endorse Supreme Court nominee Brett Kavanaugh despite misgivings about the judge's view… https://t.co/rKNdYmHdrO,0.258,0.0,0.742,0.7096
@CBSNews,Mon Jul 30 19:20:34 +0000 2018,91,"""Each of us looks forward to working with our friend James again in the future."" Chris Pratt and his fellow ""Guardi… https://t.co/JDG8CAXlev",0.132,0.0,0.868,0.4939
@CBSNews,Mon Jul 30 19:06:44 +0000 2018,92,Sick of the law enforcement lip synch challenge videos sweeping the nation? Welcome's to the Norfolk Sheriff's hous… https://t.co/4Oe4l5ELu4,0.06,0.153,0.787,-0.4588
@CBSNews,Mon Jul 30 18:54:56 +0000 2018,93,"""Certainly everything is open to negotiation for any president dealing with Congress, @MajorCBS says of President T… https://t.co/au6clPPCOt",0.124,0.0,0.876,0.34
@CBSNews,Mon Jul 30 18:51:51 +0000 2018,94,"""The president said he is open to talks with Iran at the highest levels with no preconditions. I don't think and no… https://t.co/yEQcSbrMlx",0.0,0.095,0.905,-0.296
@CBSNews,Mon Jul 30 18:50:05 +0000 2018,95,"""As defined from a populous perspective or a nationalist perspective, they are in certain ways aligned ideologicall… https://t.co/4NhKBlKmxe",0.123,0.0,0.877,0.2732
@CBSNews,Mon Jul 30 18:43:34 +0000 2018,96,"""I would certainly meet with Iran if they want to meet. I do not know if they are ready,"" Pres. Trump said, adding… https://t.co/Sr3zKt17oR",0.15,0.0,0.85,0.4019
@CBSNews,Mon Jul 30 18:38:58 +0000 2018,97,"Julie Chen adamantly defends husband, CBS CEO Les Moonves, on ""The Talk"": ""I will stand by this statement today, to… https://t.co/5rlVxluOD7",0.0,0.0,1.0,0.0
@CBSNews,Mon Jul 30 18:35:28 +0000 2018,98,"Trump on NATO meeting: ""I went to NATO, NATO was essentially going out of business because people were not paying a… https://t.co/gh9ZhmDqVE",0.0,0.0,1.0,0.0
@CBSNews,Mon Jul 30 18:27:28 +0000 2018,99,Despite President Trump repeating threat to shutdown government if $25B isn't approved for border wall and Congress… https://t.co/usHH0N9FRv,0.0,0.264,0.736,-0.6939
@CBSNews,Mon Jul 30 18:17:52 +0000 2018,100,"President Trump on government shutdown: ""As far as the border is concerned and personally, if we do not get border… https://t.co/jQjgebSHCU",0.0,0.0,1.0,0.0
@CNN,Tue Jul 31 10:31:42 +0000 2018,1,"The deadly Carr fire raging in Northern California has claimed six lives and destroyed almost 1,000 structures. Her… https://t.co/mrFf94HChm",0.0,0.36,0.64,-0.8402
@CNN,Tue Jul 31 10:24:26 +0000 2018,2,"A Florida woman says ambulance workers wouldn't take her daughter to the hospital, assuming the family couldn't aff… https://t.co/N0h9nSE5DB",0.0,0.0,1.0,0.0
@CNN,Tue Jul 31 10:16:57 +0000 2018,3,Disneyland was a bit different in 1969 https://t.co/SaixdInejZ https://t.co/3GrfPJqtGH,0.0,0.0,1.0,0.0
@CNN,Tue Jul 31 10:09:47 +0000 2018,4,A 7-year-old girl got New Zealand to change a sexist road sign https://t.co/aDGrZvzFJ0 https://t.co/YpoltiahRb,0.0,0.0,1.0,0.0
@CNN,Tue Jul 31 10:02:34 +0000 2018,5,"The number of homicides in Mexico last year was higher than previously reported, according to new data https://t.co/F5kPwTIy7e",0.071,0.0,0.929,0.0772
@CNN,Tue Jul 31 09:55:19 +0000 2018,6,The world's largest colony of king penguins has shrunk by almost 90% in the last three decades… https://t.co/6I7yafKAWu,0.0,0.0,1.0,0.0
@CNN,Tue Jul 31 09:48:14 +0000 2018,7,This is a dolphin-whale hybrid. It's real. And the first one ever found has been discovered near Hawaii… https://t.co/l9awKHsgUc,0.0,0.0,1.0,0.0
@CNN,Tue Jul 31 09:36:43 +0000 2018,8,How Mormon pop stars are using their music to support LGBT issues https://t.co/lP6gt8iCKb https://t.co/we8oYqIlOp,0.172,0.0,0.828,0.4019
@CNN,Tue Jul 31 09:34:13 +0000 2018,9,RT @cnni: The Manchester suicide bomber who killed 22 people at a pop concert in 2017 had been rescued from the civil war in Libya by Brita…,0.074,0.342,0.584,-0.9022
@CNN,Tue Jul 31 09:32:00 +0000 2018,10,Lending a helping hand: 2-year-old Gracie gives out burritos to firefighters working on the Carr Fire in California… https://t.co/nVKBdHQqhj,0.237,0.105,0.658,0.4588
@CNN,Tue Jul 31 09:24:56 +0000 2018,11,"More than 1,000 people have already downloaded plans to 3-D print an AR-15-style semiautomatic assault rifle… https://t.co/APPpnXB72B",0.0,0.192,0.808,-0.5859
@CNN,Tue Jul 31 09:13:32 +0000 2018,12,The head of Malaysia's civil aviation authority has resigned over MH370 failures https://t.co/xojFPqHmht https://t.co/pVUcHfOIUj,0.075,0.289,0.636,-0.5719
@CNN,Tue Jul 31 09:09:00 +0000 2018,13,A shark was kidnapped from her tank at the San Antonio Aquarium on Saturday -- setting off a desperate hunt to get… https://t.co/22fWkWhn0m,0.0,0.103,0.897,-0.3182
@CNN,Tue Jul 31 08:52:18 +0000 2018,14,From free uniforms and transportation to college tuition guaranteed for all graduates. LeBron James takes CNN's Don… https://t.co/JyzAtQQ6az,0.163,0.0,0.837,0.5106
@CNN,Tue Jul 31 07:41:45 +0000 2018,15,"10 people have been killed and more than 100,000 have been forced to flee their homes after days of heavy monsoon r… https://t.co/dp0EtG3DnL",0.0,0.263,0.737,-0.8176
@CNN,Tue Jul 31 06:54:02 +0000 2018,16,At least 10 people were killed when militants linked to the Abu Sayyaf terror group struck a military checkpoint wi… https://t.co/uT3le4sOSE,0.0,0.368,0.632,-0.872
@CNN,Tue Jul 31 06:36:05 +0000 2018,17,"Apple's next big iPhone launch is likely still nearly two months away, but investors will be looking for early sign… https://t.co/HTqR1X7QjS",0.0,0.0,1.0,0.0
@CNN,Tue Jul 31 06:28:01 +0000 2018,18,"Scientists have discovered a rare dolphin-whale hybrid off the coast of Kauai, Hawaii https://t.co/h2RyuoZHsp https://t.co/FO5YrQKKOn",0.0,0.0,1.0,0.0
@CNN,Tue Jul 31 06:22:07 +0000 2018,19,Hillary Clinton steps up her involvement in the 2018 midterms https://t.co/QZlP1T53Mn https://t.co/WeZkQrrkRp,0.0,0.0,1.0,0.0
@CNN,Tue Jul 31 06:17:01 +0000 2018,20,A California federal court judge has ordered the US government to make immediate changes to how it treats undocumen… https://t.co/aycBr6wFXc,0.0,0.0,1.0,0.0
@CNN,Tue Jul 31 10:31:42 +0000 2018,21,"The deadly Carr fire raging in Northern California has claimed six lives and destroyed almost 1,000 structures. Her… https://t.co/mrFf94HChm",0.0,0.36,0.64,-0.8402
@CNN,Tue Jul 31 10:24:26 +0000 2018,22,"A Florida woman says ambulance workers wouldn't take her daughter to the hospital, assuming the family couldn't aff… https://t.co/N0h9nSE5DB",0.0,0.0,1.0,0.0
@CNN,Tue Jul 31 10:16:57 +0000 2018,23,Disneyland was a bit different in 1969 https://t.co/SaixdInejZ https://t.co/3GrfPJqtGH,0.0,0.0,1.0,0.0
@CNN,Tue Jul 31 10:09:47 +0000 2018,24,A 7-year-old girl got New Zealand to change a sexist road sign https://t.co/aDGrZvzFJ0 https://t.co/YpoltiahRb,0.0,0.0,1.0,0.0
@CNN,Tue Jul 31 10:02:34 +0000 2018,25,"The number of homicides in Mexico last year was higher than previously reported, according to new data https://t.co/F5kPwTIy7e",0.071,0.0,0.929,0.0772
@CNN,Tue Jul 31 09:55:19 +0000 2018,26,The world's largest colony of king penguins has shrunk by almost 90% in the last three decades… https://t.co/6I7yafKAWu,0.0,0.0,1.0,0.0
@CNN,Tue Jul 31 09:48:14 +0000 2018,27,This is a dolphin-whale hybrid. It's real. And the first one ever found has been discovered near Hawaii… https://t.co/l9awKHsgUc,0.0,0.0,1.0,0.0
@CNN,Tue Jul 31 09:36:43 +0000 2018,28,How Mormon pop stars are using their music to support LGBT issues https://t.co/lP6gt8iCKb https://t.co/we8oYqIlOp,0.172,0.0,0.828,0.4019
@CNN,Tue Jul 31 09:34:13 +0000 2018,29,RT @cnni: The Manchester suicide bomber who killed 22 people at a pop concert in 2017 had been rescued from the civil war in Libya by Brita…,0.074,0.342,0.584,-0.9022
@CNN,Tue Jul 31 09:32:00 +0000 2018,30,Lending a helping hand: 2-year-old Gracie gives out burritos to firefighters working on the Carr Fire in California… https://t.co/nVKBdHQqhj,0.237,0.105,0.658,0.4588
@CNN,Tue Jul 31 09:24:56 +0000 2018,31,"More than 1,000 people have already downloaded plans to 3-D print an AR-15-style semiautomatic assault rifle… https://t.co/APPpnXB72B",0.0,0.192,0.808,-0.5859
@CNN,Tue Jul 31 09:13:32 +0000 2018,32,The head of Malaysia's civil aviation authority has resigned over MH370 failures https://t.co/xojFPqHmht https://t.co/pVUcHfOIUj,0.075,0.289,0.636,-0.5719
@CNN,Tue Jul 31 09:09:00 +0000 2018,33,A shark was kidnapped from her tank at the San Antonio Aquarium on Saturday -- setting off a desperate hunt to get… https://t.co/22fWkWhn0m,0.0,0.103,0.897,-0.3182
@CNN,Tue Jul 31 08:52:18 +0000 2018,34,From free uniforms and transportation to college tuition guaranteed for all graduates. LeBron James takes CNN's Don… https://t.co/JyzAtQQ6az,0.163,0.0,0.837,0.5106
@CNN,Tue Jul 31 07:41:45 +0000 2018,35,"10 people have been killed and more than 100,000 have been forced to flee their homes after days of heavy monsoon r… https://t.co/dp0EtG3DnL",0.0,0.263,0.737,-0.8176
@CNN,Tue Jul 31 06:54:02 +0000 2018,36,At least 10 people were killed when militants linked to the Abu Sayyaf terror group struck a military checkpoint wi… https://t.co/uT3le4sOSE,0.0,0.368,0.632,-0.872
@CNN,Tue Jul 31 06:36:05 +0000 2018,37,"Apple's next big iPhone launch is likely still nearly two months away, but investors will be looking for early sign… https://t.co/HTqR1X7QjS",0.0,0.0,1.0,0.0
@CNN,Tue Jul 31 06:28:01 +0000 2018,38,"Scientists have discovered a rare dolphin-whale hybrid off the coast of Kauai, Hawaii https://t.co/h2RyuoZHsp https://t.co/FO5YrQKKOn",0.0,0.0,1.0,0.0
@CNN,Tue Jul 31 06:22:07 +0000 2018,39,Hillary Clinton steps up her involvement in the 2018 midterms https://t.co/QZlP1T53Mn https://t.co/WeZkQrrkRp,0.0,0.0,1.0,0.0
@CNN,Tue Jul 31 06:17:01 +0000 2018,40,A California federal court judge has ordered the US government to make immediate changes to how it treats undocumen… https://t.co/aycBr6wFXc,0.0,0.0,1.0,0.0
@CNN,Tue Jul 31 06:16:09 +0000 2018,41,"LeBron James says he thinks the President is using athletics, and athletes, to divide the country -- and that's som… https://t.co/VI5JIZDKwT",0.0,0.0,1.0,0.0
@CNN,Tue Jul 31 06:16:00 +0000 2018,42,"Former President Barack Obama and former Vice President Joe Biden surprised a Washington, DC, bakery when they stop… https://t.co/UTb71MGfpl",0.101,0.0,0.899,0.2263
@CNN,Tue Jul 31 06:09:06 +0000 2018,43,"New indicators, including satellite images, show that North Korea could be in the midst of building new missiles, t… https://t.co/M4tvuOId9M",0.0,0.0,1.0,0.0
@CNN,Tue Jul 31 06:07:35 +0000 2018,44,A shark was kidnapped from her tank at the San Antonio Aquarium on Saturday -- setting off a desperate hunt to get… https://t.co/f8K0HnrEMS,0.0,0.103,0.897,-0.3182
@CNN,Tue Jul 31 06:01:04 +0000 2018,45,"This $8.2 million mansion and its four acres of land could be yours for just $17. Of course, there's a catch: You'l… https://t.co/7BUEjmQ7JU",0.0,0.0,1.0,0.0
@CNN,Tue Jul 31 05:55:08 +0000 2018,46,"President Trump may be looking for a fight over the border wall ahead of the midterm election, but Senate Republica… https://t.co/Y1H9VMN96c",0.0,0.087,0.913,-0.2023
@CNN,Tue Jul 31 05:49:05 +0000 2018,47,"""No! No eat!"" screams your 2-year-old.

Relax. Don't pressure your picky eater -- it doesn't work, and your toddler… https://t.co/lzluV2kuTt",0.208,0.171,0.621,0.2434
@CNN,Tue Jul 31 05:46:00 +0000 2018,48,"You can live like a king aboard the Maharaja's Express, a hotel-on-wheels that is one of the most luxurious trains… https://t.co/ipnFAC1OsX",0.175,0.0,0.825,0.3818
@CNN,Tue Jul 31 05:41:02 +0000 2018,49,"""People will be able to make anything from novelty guns to AR-15s"" with 3D printers as of August 1, Alyssa Milano w… https://t.co/esEF4kww4K",0.0,0.0,1.0,0.0
@CNN,Tue Jul 31 05:35:03 +0000 2018,50,"President Trump's willingness to meet with Iran is diplomatic over-confidence, a Democratic lawmaker says… https://t.co/pR3gobe4Ln",0.139,0.0,0.861,0.2732
@CNN,Tue Jul 31 05:28:03 +0000 2018,51,"A homeless man has been overwhelmed by more than 200 job offers after standing on a street corner in Mountain View,… https://t.co/aSRZZ9Sp3D",0.059,0.0,0.941,0.0516
@CNN,Tue Jul 31 05:22:04 +0000 2018,52,Bob Woodward will release a book about the Trump administration — called “Fear” — just weeks before the midterms… https://t.co/O5CFUvxWdS,0.0,0.0,1.0,0.0
@CNN,Tue Jul 31 05:16:00 +0000 2018,53,"""Can you imagine a life without ""Jeopardy!""?
""Sure.""

Iconic game-show host Alex Trebek told TMZ he is considering… https://t.co/krC5ty94Zz",0.0,0.0,1.0,0.0
@CNN,Tue Jul 31 05:13:04 +0000 2018,54,Two Minneapolis police officers who fatally shot an armed suspect after a foot chase last month will not face crimi… https://t.co/NkfUmuH23L,0.0,0.262,0.738,-0.7506
@CNN,Tue Jul 31 05:04:05 +0000 2018,55,Passengers might be allowed to keep liquids and laptops in their carry-on bags at airport security checkpoints in t… https://t.co/HHH9N9Av5Z,0.112,0.0,0.888,0.34
@CNN,Tue Jul 31 05:01:56 +0000 2018,56,Authorities in the northeast border state of Assam have left the names of almost 4 million people off the controver… https://t.co/RvFrs6IAcd,0.0,0.0,1.0,0.0
@CNN,Tue Jul 31 04:56:06 +0000 2018,57,"In one of the more bizarre episodes of the midterm elections this year, the race for Virginia's 5th Congressional D… https://t.co/HVxte8qsMf",0.0,0.115,0.885,-0.3804
@CNN,Tue Jul 31 04:54:04 +0000 2018,58,"The ""Guardians of the Galaxy"" cast has issued an open letter in support of ousted director James Gunn… https://t.co/8thQ0PJgkO",0.13,0.0,0.87,0.4019
@CNN,Tue Jul 31 04:48:07 +0000 2018,59,"""We are deeply concerned women are being harmed"": Devices that promise vaginal ""rejuvenation"" to women with urinary… https://t.co/n7Ujgt2Ib5",0.119,0.0,0.881,0.3182
